phone,address,road_address,name,screen,region,screen_type
055-670-2202,경상남도 고성군 고성읍 서외리 77-1 고성군 작은영화관,"경상남도 고성군 고성읍 송학로 58, 고성군 작은영화관",더스크린고성,1관,부산/대구/경상,2D
055-670-2202,경상남도 고성군 고성읍 서외리 77-1 고성군 작은영화관,"경상남도 고성군 고성읍 송학로 58, 고성군 작은영화관",더스크린고성,2관,부산/대구/경상,2D
031-949-3636,경기도 파주시 야당동 1066,"경기도 파주시 경의로 1074, 601호 (야당동)",더스크린 파주야당,1관,경기,2D
031-949-3636,경기도 파주시 야당동 1066,"경기도 파주시 경의로 1074, 601호 (야당동)",더스크린 파주야당,2관,경기,2D
031-949-3636,경기도 파주시 야당동 1066,"경기도 파주시 경의로 1074, 601호 (야당동)",더스크린 파주야당,3관,경기,2D
031-949-3636,경기도 파주시 야당동 1066,"경기도 파주시 경의로 1074, 601호 (야당동)",더스크린 파주야당,4관,경기,2D
031-949-3636,경기도 파주시 야당동 1066,"경기도 파주시 경의로 1074, 601호 (야당동)",더스크린 파주야당,5관,경기,2D
032-460-7270,인천광역시 미추홀구 학익동 401-21,"인천광역시 미추홀구 매소홀로 255, 8층 (학익동)",더스크린 인천학익점,1관,인천,2D
032-460-7270,인천광역시 미추홀구 학익동 401-21,"인천광역시 미추홀구 매소홀로 255, 8층 (학익동)",더스크린 인천학익점,2관,인천,2D
032-460-7270,인천광역시 미추홀구 학익동 401-21,"인천광역시 미추홀구 매소홀로 255, 8층 (학익동)",더스크린 인천학익점,3관,인천,2D
032-460-7270,인천광역시 미추홀구 학익동 401-21,"인천광역시 미추홀구 매소홀로 255, 8층 (학익동)",더스크린 인천학익점,4관,인천,2D
032-460-7270,인천광역시 미추홀구 학익동 401-21,"인천광역시 미추홀구 매소홀로 255, 8층 (학익동)",더스크린 인천학익점,5관,인천,2D
032-460-7270,인천광역시 미추홀구 학익동 401-21,"인천광역시 미추홀구 매소홀로 255, 8층 (학익동)",더스크린 인천학익점,6관,인천,2D
031-544-9225,경기도 포천시 소흘읍 송우리 110-3,"경기도 포천시 소흘읍 호국로 689, 4,5층",더스크린포천,2관,경기,2D
031-544-9225,경기도 포천시 소흘읍 송우리 110-3,"경기도 포천시 소흘읍 호국로 689, 4,5층",더스크린포천,3관,경기,2D
031-544-9225,경기도 포천시 소흘읍 송우리 110-3,"경기도 포천시 소흘읍 호국로 689, 4,5층",더스크린포천,5관,경기,2D
031-544-9225,경기도 포천시 소흘읍 송우리 110-3,"경기도 포천시 소흘읍 호국로 689, 4,5층",더스크린포천,4관,경기,2D
,경기도 포천시 소흘읍 송우리 110-3,"경기도 포천시 소흘읍 호국로 689, 4,5층",더스크린포천,1관,경기,2D
02-371-6800,경기도 양주시 옥정동 963-12,"경기도 양주시 옥정로 200, 7,8층 (옥정동)",더스크린 양주옥정,6관,경기,2D
02-371-6800,경기도 양주시 옥정동 963-12,"경기도 양주시 옥정로 200, 7,8층 (옥정동)",더스크린 양주옥정,7관,경기,2D
02-371-6800,경기도 양주시 옥정동 963-12,"경기도 양주시 옥정로 200, 7,8층 (옥정동)",더스크린 양주옥정,1관,경기,2D
02-371-6800,경기도 양주시 옥정동 963-12,"경기도 양주시 옥정로 200, 7,8층 (옥정동)",더스크린 양주옥정,2관,경기,2D
02-371-6800,경기도 양주시 옥정동 963-12,"경기도 양주시 옥정로 200, 7,8층 (옥정동)",더스크린 양주옥정,3관,경기,2D
02-371-6800,경기도 양주시 옥정동 963-12,"경기도 양주시 옥정로 200, 7,8층 (옥정동)",더스크린 양주옥정,4관,경기,2D
02-371-6800,경기도 양주시 옥정동 963-12,"경기도 양주시 옥정로 200, 7,8층 (옥정동)",더스크린 양주옥정,5관,경기,2D
031-0895-4813,경기도 수원시 영통구 하동 1017-2 갤러리아 광교,"경기도 수원시 영통구 광교중앙로 124, 갤러리아 광교 10층 (하동)",더스크린광교,1관,경기,2D
031-0895-4813,경기도 수원시 영통구 하동 1017-2 갤러리아 광교,"경기도 수원시 영통구 광교중앙로 124, 갤러리아 광교 10층 (하동)",더스크린광교,3관,경기,2D
031-0895-4813,경기도 수원시 영통구 하동 1017-2 갤러리아 광교,"경기도 수원시 영통구 광교중앙로 124, 갤러리아 광교 10층 (하동)",더스크린광교,6관,경기,2D
031-0895-4813,경기도 수원시 영통구 하동 1017-2 갤러리아 광교,"경기도 수원시 영통구 광교중앙로 124, 갤러리아 광교 10층 (하동)",더스크린광교,5관,경기,2D
031-0895-4813,경기도 수원시 영통구 하동 1017-2 갤러리아 광교,"경기도 수원시 영통구 광교중앙로 124, 갤러리아 광교 10층 (하동)",더스크린광교,4관,경기,2D
031-0895-4813,경기도 수원시 영통구 하동 1017-2 갤러리아 광교,"경기도 수원시 영통구 광교중앙로 124, 갤러리아 광교 10층 (하동)",더스크린광교,2관,경기,2D
055-336-9333,경상남도 김해시 율하동 1347-2번지,경상남도 김해시 율하2로 111 (율하동),더스크린김해율하,1관,부산/대구/경상,2D
055-336-9333,경상남도 김해시 율하동 1347-2번지,경상남도 김해시 율하2로 111 (율하동),더스크린김해율하,2관,부산/대구/경상,2D
055-336-9333,경상남도 김해시 율하동 1347-2번지,경상남도 김해시 율하2로 111 (율하동),더스크린김해율하제,3관,부산/대구/경상,2D
055-336-9333,경상남도 김해시 율하동 1347-2번지,경상남도 김해시 율하2로 111 (율하동),더스크린김해율하,4관,부산/대구/경상,2D
031-377-3954,경기도 화성시 송동 694,"경기도 화성시 동탄대로 181, 레이크꼬모 B2층 (송동)",더스크린 동탄호수공원,2관,경기,2D
031-377-3954,경기도 화성시 송동 694,"경기도 화성시 동탄대로 181, 레이크꼬모 B2층 (송동)",더스크린 동탄호수공원,3관,경기,2D
031-377-3954,경기도 화성시 송동 694,"경기도 화성시 동탄대로 181, 레이크꼬모 B2층 (송동)",더스크린 동탄호수공원,4관,경기,2D
031-377-3954,경기도 화성시 송동 694,"경기도 화성시 동탄대로 181, 레이크꼬모 B2층 (송동)",더스크린 동탄호수공원,5관,경기,2D
031-377-3954,경기도 화성시 송동 694,"경기도 화성시 동탄대로 181, 레이크꼬모 B2층 (송동)",더스크린 동탄호수공원,6관,경기,2D
031-377-3954,경기도 화성시 송동 694,"경기도 화성시 동탄대로 181, 레이크꼬모 B2층 (송동)",더스크린 동탄호수공원,1관,경기,2D
055-387-7780,경상남도 양산시 삼호동 1010-3번지,"경상남도 양산시 삼호1길 42, 5,6층 (삼호동)",더스크린 양산삼호점,1관,부산/대구/경상,2D
055-387-7780,경상남도 양산시 삼호동 1010-3번지,"경상남도 양산시 삼호1길 42, 5,6층 (삼호동)",더스크린 양산삼호점,2관,부산/대구/경상,2D
055-387-7780,경상남도 양산시 삼호동 1010-3번지,"경상남도 양산시 삼호1길 42, 5,6층 (삼호동)",더스크린 양산삼호점,3관,부산/대구/경상,2D
052-294-9271,울산광역시 북구 신천동 51 신천CGV LEEPLEX,"울산광역시 북구 매산1로 17, 신천CGV LEEPLEX 5,6층 (신천동)",더스크린울산신천,1관,부산/대구/경상,2D
,울산광역시 북구 신천동 51 신천CGV LEEPLEX,"울산광역시 북구 매산1로 17, 신천CGV LEEPLEX 5,6층 (신천동)",더스크린울산신천,2관,부산/대구/경상,2D
,울산광역시 북구 신천동 51 신천CGV LEEPLEX,"울산광역시 북구 매산1로 17, 신천CGV LEEPLEX 5,6층 (신천동)",더스크린울산신천,3관,부산/대구/경상,2D
,울산광역시 북구 신천동 51 신천CGV LEEPLEX,"울산광역시 북구 매산1로 17, 신천CGV LEEPLEX 5,6층 (신천동)",더스크린울산신천,4관,부산/대구/경상,2D
070-4801-3967,경기도 오산시 원동 335-10,"경기도 오산시 원동로 22, 르마레시티 3~4층 (원동)",더스크린(오산중앙),6관,경기,2D
070-4801-3967,경기도 오산시 원동 335-10,"경기도 오산시 원동로 22, 르마레시티 3~4층 (원동)",더스크린(오산중앙),1관,경기,2D
070-4801-3967,경기도 오산시 원동 335-10,"경기도 오산시 원동로 22, 르마레시티 3~4층 (원동)",더스크린(오산중앙),2관,경기,2D
070-4801-3967,경기도 오산시 원동 335-10,"경기도 오산시 원동로 22, 르마레시티 3~4층 (원동)",더스크린(오산중앙),3관,경기,2D
070-4801-3967,경기도 오산시 원동 335-10,"경기도 오산시 원동로 22, 르마레시티 3~4층 (원동)",더스크린(오산중앙),4관,경기,2D
070-4801-3967,경기도 오산시 원동 335-10,"경기도 오산시 원동로 22, 르마레시티 3~4층 (원동)",더스크린(오산중앙),5관,경기,2D
070-4801-3967,경기도 오산시 원동 335-10,"경기도 오산시 원동로 22, 르마레시티 3~4층 (원동)",더스크린(오산중앙),7관,경기,2D
070-4801-3967,경기도 오산시 원동 335-10,"경기도 오산시 원동로 22, 르마레시티 3~4층 (원동)",더스크린(오산중앙),8관,경기,2D
02-3415-6781,서울특별시 성북구 동선동1가 1-2 유타,"서울특별시 성북구 동소문로 106, 유타 10층 (동선동1가)",더스크린 성신여대입구,1관,서울,2D
02-3415-6781,서울특별시 성북구 동선동1가 1-2 유타,"서울특별시 성북구 동소문로 106, 유타 12층 (동선동1가)",더스크린 성신여대입구,4관,서울,2D
02-3415-6781,서울특별시 성북구 동선동1가 1-2 유타몰 12층,"서울특별시 성북구 동소문로 106, 유타 12층 (동선동1가)",더스크린 성신여대입구,5관,서울,2D
042-545-0038,대전광역시 서구 도안동 1774 KD U PLAZA,"대전광역시 서구 도안동로11번길 45, KD U PLAZA 6층 (도안동)",더스크린 가수원점,1관,대전/충청/세종,2D
042-545-0038,대전광역시 서구 도안동 1774 KD U PLAZA,"대전광역시 서구 도안동로11번길 45, KD U PLAZA 6층 (도안동)",더스크린 가수원점,2관,대전/충청/세종,2D
042-545-0038,대전광역시 서구 도안동 1774 KD U PLAZA,"대전광역시 서구 도안동로11번길 45, KD U PLAZA 6층 (도안동)",더스크린 가수원점,3관,대전/충청/세종,2D
042-545-0038,대전광역시 서구 도안동 1774 KD U PLAZA,"대전광역시 서구 도안동로11번길 45, KD U PLAZA 6층 (도안동)",더스크린 가수원점,4관,대전/충청/세종,2D
042-545-0038,대전광역시 서구 도안동 1774 KD U PLAZA,"대전광역시 서구 도안동로11번길 45, KD U PLAZA 6층 (도안동)",더스크린 가수원점,5관,대전/충청/세종,2D
0312165031,경기도 화성시 봉담읍 동화리 564,"경기도 화성시 봉담읍 동화길 51, 원희캐슬봉담 221호",더스크린화성봉담,1관,경기,2D
0312165031,경기도 화성시 봉담읍 동화리 564,"경기도 화성시 봉담읍 동화길 51, 원희캐슬봉담 221호",더스크린화성봉담,2관,경기,2D
0312165031,경기도 화성시 봉담읍 동화리 564,"경기도 화성시 봉담읍 동화길 51, 원희캐슬봉담 221호",더스크린화성봉담,3관,경기,2D
0312165031,경기도 화성시 봉담읍 동화리 564,"경기도 화성시 봉담읍 동화길 51, 원희캐슬봉담 221호",더스크린화성봉담,4관,경기,2D
062-410-7173,광주광역시 동구 불로동 1-21,광주광역시 동구 중앙로160번길 16-7 (불로동),더스크린광주금남로,7관,광주/전라,2D
062-410-7173,광주광역시 동구 불로동 1-21,광주광역시 동구 중앙로160번길 16-7 (불로동),더스크린광주금남로,6관,광주/전라,2D
062-4107173,광주광역시 동구 불로동 1-21,광주광역시 동구 중앙로160번길 16-7 (불로동),더스크린광주금남로,5관,광주/전라,2D
062-4107173,광주광역시 동구 불로동 1-21,광주광역시 동구 중앙로160번길 16-7 (불로동),더스크린광주금남로,4관,광주/전라,2D
062-410-7173,광주광역시 동구 불로동 1-21,광주광역시 동구 중앙로160번길 16-7 (불로동),더스크린광주금남로,3관,광주/전라,2D
062-410-7173,광주광역시 동구 불로동 1-21,광주광역시 동구 중앙로160번길 16-7 (불로동),더스크린광주금남로,2관,광주/전라,2D
062-410-7173,광주광역시 동구 불로동 1-21,광주광역시 동구 중앙로160번길 16-7 (불로동),더스크린광주금남로,9관,광주/전라,2D
062-410-7173,광주광역시 동구 불로동 1-21,광주광역시 동구 중앙로160번길 16-7 (불로동),더스크린광주금남로,8관,광주/전라,2D
070-4253-1970,충청북도 음성군 맹동면 동성리 500,"충청북도 음성군 맹동면 대하1길 10, 5층",더스크린 충북혁신,1관,대전/충청/세종,2D
,충청북도 음성군 맹동면 동성리 500번지,"충청북도 음성군 맹동면 대하1길 10, 5층",더스크린 충북혁신,2관,대전/충청/세종,2D
,충청북도 음성군 맹동면 동성리 500번지,"충청북도 음성군 맹동면 대하1길 10, 5층",더스크린 충북혁신,3관,대전/충청/세종,2D
,충청북도 음성군 맹동면 동성리 500번지,"충청북도 음성군 맹동면 대하1길 10, 5층",더스크린 충북혁신,4관,대전/충청/세종,2D
,충청북도 음성군 맹동면 동성리 500번지,"충청북도 음성군 맹동면 대하1길 10, 5층",더스크린 충북혁신,5관,대전/충청/세종,2D
02-3665-9064,서울특별시 강서구 등촌동 639-23 3~9층,"서울특별시 강서구 공항대로45길 63, 3~9층 (등촌동)",더스크린 등촌,1관,서울,2D
02-3665-9064,서울특별시 강서구 등촌동 639-23 3~9층,"서울특별시 강서구 공항대로45길 63, 3~9층 (등촌동)",더스크린 등촌,2관,서울,2D
02-3665-9064,서울특별시 강서구 등촌동 639-23 3~9층,"서울특별시 강서구 공항대로45길 63, 3~9층 (등촌동)",더스크린 등촌,3관,서울,2D
02-3665-9064,서울특별시 강서구 등촌동 639-23 3~9층,"서울특별시 강서구 공항대로45길 63, 3~9층 (등촌동)",더스크린 등촌,4관,서울,2D
02-3665-9064,서울특별시 강서구 등촌동 639-23 3~9층,"서울특별시 강서구 공항대로45길 63, 3~9층 (등촌동)",더스크린 등촌,5관,서울,2D
02-3665-9064,서울특별시 강서구 등촌동 639-23 3~9층,"서울특별시 강서구 공항대로45길 63, 3~9층 (등촌동)",더스크린 등촌,6관,서울,2D
052-955-2226,울산광역시 북구 진장동 120-9 CGV,"울산광역시 북구 진장유통로 51-10, CGV (진장동)",더스크린 울산진장,1관,부산/대구/경상,2D
,울산광역시 북구 진장동 120-9 CGV,"울산광역시 북구 진장유통로 51-10, CGV (진장동)",더스크린 울산진장,2관,부산/대구/경상,2D
,울산광역시 북구 진장동 120-9 CGV,"울산광역시 북구 진장유통로 51-10, CGV (진장동)",더스크린 울산진장,3관,부산/대구/경상,2D
,울산광역시 북구 진장동 120-9 CGV,"울산광역시 북구 진장유통로 51-10, CGV (진장동)",더스크린 울산진장,4관,부산/대구/경상,2D
,울산광역시 북구 진장동 120-9 CGV,"울산광역시 북구 진장유통로 51-10, CGV (진장동)",더스크린 울산진장,5관,부산/대구/경상,2D
,울산광역시 북구 진장동 120-9 CGV,"울산광역시 북구 진장유통로 51-10, CGV (진장동)",더스크린 울산진장,6관,부산/대구/경상,2D
,울산광역시 북구 진장동 120-9 CGV,"울산광역시 북구 진장유통로 51-10, CGV (진장동)",더스크린 울산진장,7관,부산/대구/경상,2D
,광주광역시 광산구 하남동 832 TERRACE56  PICNICMALL,"광주광역시 광산구 용아로400번길 30, TERRACE56  PICNICMALL 2층 (하남동)",더스크린 광주하남,2관,광주/전라,2D
,광주광역시 광산구 하남동 832 TERRACE56  PICNICMALL,"광주광역시 광산구 용아로400번길 30, TERRACE56  PICNICMALL 2층 (하남동)",더스크린 광주하남,3관,광주/전라,2D
,광주광역시 광산구 하남동 832 TERRACE56  PICNICMALL,"광주광역시 광산구 용아로400번길 30, TERRACE56  PICNICMALL 2층 (하남동)",더스크린 광주하남,4관,광주/전라,2D
,광주광역시 광산구 하남동 832 TERRACE56  PICNICMALL,"광주광역시 광산구 용아로400번길 30, TERRACE56  PICNICMALL 2층 (하남동)",더스크린 광주하남,5관,광주/전라,2D
,광주광역시 광산구 하남동 832 TERRACE56  PICNICMALL,"광주광역시 광산구 용아로400번길 30, TERRACE56  PICNICMALL 2층 (하남동)",더스크린 광주하남,6관,광주/전라,2D
,광주광역시 광산구 하남동 832 TERRACE56  PICNICMALL,"광주광역시 광산구 용아로400번길 30, TERRACE56  PICNICMALL 2층 (하남동)",더스크린 광주하남,1관,광주/전라,2D
,경기도 용인시 수지구 상현동 1116-4번지,"경기도 용인시 수지구 광교중앙로295번길 9, 3층 (상현동)",더스크린 광교상현,1관,경기,2D
,경기도 용인시 수지구 상현동 1116-4번지,"경기도 용인시 수지구 광교중앙로295번길 9, 3층 (상현동)",더스크린 광교상현,2관,경기,2D
,경기도 용인시 수지구 상현동 1116-4번지,"경기도 용인시 수지구 광교중앙로295번길 9, 3층 (상현동)",더스크린 광교상현,3관,경기,2D
,경기도 용인시 수지구 상현동 1116-4번지,"경기도 용인시 수지구 광교중앙로295번길 9, 3층 (상현동)",더스크린 광교상현,4관,경기,2D
,경기도 안성시 석정동 139-1,경기도 안성시 아양2로 109 (석정동),더스크린 안성,8관,경기,2D
,경기도 안성시 석정동 139-1,경기도 안성시 아양2로 109 (석정동),더스크린 안성,7관,경기,2D
,경기도 안성시 석정동 139-1,경기도 안성시 아양2로 109 (석정동),더스크린 안성,6관,경기,2D
,경기도 안성시 석정동 139-1,경기도 안성시 아양2로 109 (석정동),더스크린 안성,5관,경기,2D
031-677-3790,경기도 안성시 석정동 139-1,경기도 안성시 아양2로 109 (석정동),더스크린 안성,4관,경기,2D
,경기도 안성시 석정동 139-1,경기도 안성시 아양2로 109 (석정동),더스크린 안성,3관,경기,2D
,경기도 안성시 석정동 139-1,경기도 안성시 아양2로 109 (석정동),더스크린 안성,2관,경기,2D
,경기도 안성시 석정동 139-1,경기도 안성시 아양2로 109 (석정동),더스크린 안성,1관,경기,2D
032-721-5660,인천광역시 서구 청라동 155-7 청라스퀘어세븐 350호,"인천광역시 서구 청라루비로 76, 청라스퀘어세븐 3층 350호 (경서동)",더스크린 청라,1관,인천,2D
032-721-5660,인천광역시 서구 청라동 155-7 청라스퀘어세븐 350호,"인천광역시 서구 청라루비로 76, 청라스퀘어세븐 3층 350호 (경서동)",더스크린 청라,2관,인천,2D
032-721-5660,인천광역시 서구 청라동 155-7 청라스퀘어세븐 350호,"인천광역시 서구 청라루비로 76, 청라스퀘어세븐 3층 350호 (경서동)",더스크린 청라,3관,인천,2D
032-721-5660,인천광역시 서구 청라동 155-7 청라스퀘어세븐 350호,"인천광역시 서구 청라루비로 76, 청라스퀘어세븐 3층 350호 (경서동)",더스크린 청라,4관,인천,2D
032-721-5660,인천광역시 서구 청라동 155-7 청라스퀘어세븐 350호,"인천광역시 서구 청라루비로 76, 청라스퀘어세븐 3층 350호 (경서동)",더스크린 청라,5관,인천,2D
032-721-5660,인천광역시 서구 청라동 155-7 청라스퀘어세븐 350호,"인천광역시 서구 청라루비로 76, 청라스퀘어세븐 3층 350호 (경서동)",더스크린 청라,6관,인천,2D
032-721-5660,인천광역시 서구 청라동 155-7 청라스퀘어세븐 350호,"인천광역시 서구 청라루비로 76, 청라스퀘어세븐 3층 350호 (경서동)",더스크린 청라,7관,인천,2D
063-460-0961,전북특별자치도 전주시 완산구 효자동3가 1531-2 M-SQUARE,"전북특별자치도 전주시 완산구 홍산로 260, M-SQUARE 6층 (효자동3가)",더스크린서전주,1관,광주/전라,2D
063-460-0961,전북특별자치도 전주시 완산구 효자동3가 1531-2 M-SQUARE,"전북특별자치도 전주시 완산구 홍산로 260, M-SQUARE 6층 (효자동3가)",더스크린서전주,2관,광주/전라,2D
063-460-0961,전북특별자치도 전주시 완산구 효자동3가 1531-2 M-SQUARE,"전북특별자치도 전주시 완산구 홍산로 260, M-SQUARE 6층 (효자동3가)",더스크린서전주,3관,광주/전라,2D
063-460-0961,전북특별자치도 전주시 완산구 효자동3가 1531-2 M-SQUARE,"전북특별자치도 전주시 완산구 홍산로 260, M-SQUARE 6층 (효자동3가)",더스크린서전주,4관,광주/전라,2D
063-460-0961,전북특별자치도 전주시 완산구 효자동3가 1531-2 M-SQUARE,"전북특별자치도 전주시 완산구 홍산로 260, M-SQUARE 6층 (효자동3가)",더스크린서전주,5관,광주/전라,2D
,경기도 화성시 오산동 967-150,"경기도 화성시 동탄대로 537, 5-7층 (오산동)",더스크린동탄역,2관,경기,2D
,경기도 화성시 오산동 967-150,"경기도 화성시 동탄대로 537, 5-7층 (오산동)",더스크린동탄역,3관,경기,2D
,경기도 화성시 오산동 967-150,"경기도 화성시 동탄대로 537, 5-7층 (오산동)",더스크린동탄역,4관,경기,2D
,경기도 화성시 오산동 967-150,"경기도 화성시 동탄대로 537, 5-7층 (오산동)",더스크린동탄역,5관,경기,2D
,경기도 화성시 오산동 967-150,"경기도 화성시 동탄대로 537, 5-7층 (오산동)",더스크린동탄역,6관,경기,2D
,경기도 화성시 오산동 967-150,"경기도 화성시 동탄대로 537, 5-7층 (오산동)",더스크린동탄역,7관,경기,2D
,경기도 화성시 오산동 967-150,"경기도 화성시 동탄대로 537, 5-7층 (오산동)",더스크린동탄역,1관,경기,2D
,서울특별시 광진구 자양동 9-4 몰오브케이,"서울특별시 광진구 아차산로30길 26, 몰오브케이 4층 (자양동)",더스크린 건대입구,1관,서울,2D
,서울특별시 광진구 자양동 9-4 몰오브케이,"서울특별시 광진구 아차산로30길 26, 몰오브케이 4층 (자양동)",더스크린 건대입구,2관,서울,2D
,서울특별시 광진구 자양동 9-4 몰오브케이,"서울특별시 광진구 아차산로30길 26, 몰오브케이 4층 (자양동)",더스크린 건대입구,3관,서울,2D
,서울특별시 광진구 자양동 9-4 몰오브케이,"서울특별시 광진구 아차산로30길 26, 몰오브케이 4층 (자양동)",더스크린 건대입구,4관,서울,2D
,서울특별시 광진구 자양동 9-4 몰오브케이,"서울특별시 광진구 아차산로30길 26, 몰오브케이 4층 (자양동)",더스크린 건대입구,5관,서울,2D
031-499-8372,경기도 시흥시 정왕동 1771-1 서영베니스스퀘어,"경기도 시흥시 서울대학로278번길 61, 서영베니스스퀘어 7~8층 (정왕동)",더스크린,배곧3관,경기,2D
031-499-8370,경기도 시흥시 정왕동 1771-1 서영베니스스퀘어,"경기도 시흥시 서울대학로278번길 61, 서영베니스스퀘어 7~8층 (정왕동)",더스크린,배곧4관,경기,2D
031-499-8370,경기도 시흥시 정왕동 1771-1 서영베니스스퀘어,"경기도 시흥시 서울대학로278번길 61, 서영베니스스퀘어 7~8층 (정왕동)",더스크린,배곧5관,경기,2D
031-499-8370,경기도 시흥시 정왕동 1771-1 서영베니스스퀘어,"경기도 시흥시 서울대학로278번길 61, 서영베니스스퀘어 7~8층 (정왕동)",더스크린,배곧6관,경기,2D
031-499-8372,경기도 시흥시 정왕동 1771-1 서영베니스스퀘어,"경기도 시흥시 서울대학로278번길 61, 서영베니스스퀘어 7~8층 (정왕동)",더스크린,배곧1관,경기,2D
031-499-8372,경기도 시흥시 정왕동 1771-1 서영베니스스퀘어,"경기도 시흥시 서울대학로278번길 61, 서영베니스스퀘어 7~8층 (정왕동)",더스크린,배곧2관,경기,2D
051-714-2760,부산광역시 기장군 정관읍 매학리 717-6,부산광역시 기장군 정관읍 정관중앙로 45,더스크린 정관,1관,부산/대구/경상,2D
051-714-2760,부산광역시 기장군 정관읍 매학리 717-6,부산광역시 기장군 정관읍 정관중앙로 45,더스크린 정관,2관,부산/대구/경상,2D
051-714-2760,부산광역시 기장군 정관읍 매학리 717-6,부산광역시 기장군 정관읍 정관중앙로 45,더스크린 정관,4관,부산/대구/경상,2D
051-714-2760,부산광역시 기장군 정관읍 매학리 717-6,부산광역시 기장군 정관읍 정관중앙로 45,더스크린 정관,5관,부산/대구/경상,2D
051-714-2760,부산광역시 기장군 정관읍 매학리 717-6,부산광역시 기장군 정관읍 정관중앙로 45,더스크린 정관,6관,부산/대구/경상,2D
051-714-2760,부산광역시 기장군 정관읍 매학리 717-6,부산광역시 기장군 정관읍 정관중앙로 45,더스크린 정관,3관,부산/대구/경상,2D
051-714-2760,부산광역시 기장군 정관읍 매학리 717-6,부산광역시 기장군 정관읍 정관중앙로 45,더스크린 정관,7관,부산/대구/경상,2D
051-714-2760,부산광역시 기장군 정관읍 매학리 717-6번지,부산광역시 기장군 정관읍 정관중앙로 45,더스크린 정관,8관,부산/대구/경상,2D
051-714-2760,부산광역시 기장군 정관읍 매학리 717-6,부산광역시 기장군 정관읍 정관중앙로 45,더스크린 정관,9관,부산/대구/경상,2D
02-2136-3500,서울특별시 중구 을지로6가 17-2 현대시티타워,"서울특별시 중구 장충단로13길 20, 현대시티타워 10층 (을지로6가)",더스크린 동대문,1관,서울,2D
02-2136-3500,서울특별시 중구 을지로6가 17-2 현대시티타워,"서울특별시 중구 장충단로13길 20, 현대시티타워 10층 (을지로6가)",더스크린 동대문,4관,서울,2D
02-2136-3500,서울특별시 중구 을지로6가 17-2 현대시티타워,"서울특별시 중구 장충단로13길 20, 현대시티타워 10층 (을지로6가)",더스크린 동대문,5관,서울,2D
02-2136-3500,서울특별시 중구 을지로6가 17-2 현대시티타워,"서울특별시 중구 장충단로13길 20, 현대시티타워 10층 (을지로6가)",더스크린 동대문,6관,서울,2D
02-2136-3500,서울특별시 중구 을지로6가 17-2 현대시티타워,"서울특별시 중구 장충단로13길 20, 현대시티타워 10층 (을지로6가)",더스크린 동대문,2관,서울,2D
02-2136-3500,서울특별시 중구 을지로6가 17-2 현대시티타워,"서울특별시 중구 장충단로13길 20, 현대시티타워 10층 (을지로6가)",더스크린 동대문,3관,서울,2D
1544-1122,충청남도 홍성군 홍성읍 고암리 1042,"충청남도 홍성군 홍성읍 조양로247번길 9 (롯데마트, 홍성터미널)",더스크린 홍성,6관,대전/충청/세종,2D
1544-1122,충청남도 홍성군 홍성읍 고암리 1042 리산인플렉스 6층,"충청남도 홍성군 홍성읍 조양로247번길 9 (롯데마트, 홍성터미널)",더스크린 홍성,5관,대전/충청/세종,2D
1544-1122,경기도 광주시 역동 16-1,경기도 광주시 중앙로 89 (역동),더스크린 경기광주점,4관,경기,2D
1544-1122,경기도 광주시 역동 16-1,경기도 광주시 중앙로 89 (역동),더스크린 경기광주점,7관,경기,2D
1544-1122,경기도 광주시 역동 16-1,경기도 광주시 중앙로 89 (역동),더스크린 경기광주점,8관,경기,2D
1544-1122,경기도 광주시 역동 16-1,경기도 광주시 중앙로 89 (역동),더스크린 경기광주점,2관,경기,2D
1544-1122,경기도 광주시 역동 16-1,경기도 광주시 중앙로 89 (역동),더스크린 경기광주점,3관,경기,2D
1544-1122,경기도 광주시 역동 16-1,경기도 광주시 중앙로 89 (역동),더스크린경기광주점,1관,경기,2D
1544-1122,경기도 광주시 역동 16-1,경기도 광주시 중앙로 89 (역동),더스크린 경기광주점,5관,경기,2D
1544-1122,경기도 광주시 역동 16-1,경기도 광주시 중앙로 89 (역동),더스크린 경기광주점,6관,경기,2D
,전라남도 광양시 금호동 624-12,전라남도 광양시 금호로 26 (금호동),더스크린 광양,1상영관,광주/전라,2D
,전라남도 광양시 금호동 624-12,전라남도 광양시 금호로 26 (금호동),더스크린 광양,2상영관,광주/전라,2D
,전라남도 광양시 금호동 624-12,전라남도 광양시 금호로 26 (금호동),더스크린 광양,3상영관,광주/전라,2D
,전라남도 광양시 금호동 624-12,전라남도 광양시 금호로 26 (금호동),더스크린 광양,4상영관,광주/전라,2D
,부산광역시 사하구 하단동 526-6,"부산광역시 사하구 낙동남로 1413, 12층 (하단동, 아트몰링)",더스크린하단아트몰링,1관,부산/대구/경상,2D
051-999-7252,부산광역시 사하구 하단동 526-6,"부산광역시 사하구 낙동남로 1413, 12층 (하단동, 아트몰링)",더스크린하단아트몰링,2관,부산/대구/경상,2D
051-999-7252,부산광역시 사하구 하단동 526-6번지,"부산광역시 사하구 낙동남로 1413, 12층 (하단동, 아트몰링)",더스크린하단아트몰링,3관,부산/대구/경상,2D
051-999-7252,부산광역시 사하구 하단동 526-6번지,"부산광역시 사하구 낙동남로 1413, 12층 (하단동, 아트몰링)",더스크린하단아트몰링,4관,부산/대구/경상,2D
